,comments,category
2930,"Белгілісі, миы шайқалып, тілге келмей қиын жағдайда жатыр екен.",negative
2931,"Ал басты күдікті көлденең жүрген біреу емес, марқұмдардың танысы болып шықты.",negative
2932,Жалпы ауыр қылмысқа ішімдіктің де әсері бар деген болжам айтылуда.,negative
2933,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 ",neutral
2934,Шымкентте проректордың немересімін деген жігіт 40-қа жуық студентті тақырға отырғызған,negative
2935,Шымкентте ақылы түрде оқитын шәкірттерді грантқа ауыстырып беремін деп ақша жинап алған азамат ұсталды.,negative
2936,Пысықайдың арбауына сеніп қалған студенттердің саны 40-қа жетеді деп хабарлайды КТК арнасына сілтеме жасаған NUR.KZ.,negative
2937,Скриншот КТК арнасы,neutral
2938,Гүлзинат Әшімованың қызы Оңтүстік Қазақстан мемлекеттік университетінде екінші курсында оқиды.,neutral
2939,Жыл сайын 295 мың төлейтін студент үш ай бұрын үйіндегілерге грантқа ауысуға мүмкіндік бар екенін айтыпты.,neutral
2940,"Яғни, 350 мың теңге берсе болды, Бекзат Дәржан есімді магистрант проректор атасы арқылы порталмен грантқа ауыстырып беретінін айтқан.",neutral
2941,"Осыған иланған Гүлзинат Әшімова жедел несие рәсімдеп, ақшаны танысына ұстата салған.",neutral
2942,Сабырханов Дархан Сабырханұлы деген проректордың немересі боламын деді.,neutral
